id,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2_5,air_quality_PM10,air_quality_us_epa_index,air_quality_gb_defra_index
13371,212.0,85.1,2.3,4.7,6.7,13.7,1,1
13372,1548.8,30.0,22.6,7.6,108.5,171.4,4,10
13373,230.3,57.9,6.8,0.9,0.7,2.7,1,1
13374,203.6,40.1,0.2,0.2,0.8,2.6,1,1
13375,273.7,41.1,3.8,5.7,2.3,2.9,1,1
13376,1041.4,43.3,10.5,5.5,138.9,444.0,4,10
13377,500.7,10.6,2.2,0.2,10.1,17.6,1,1
13378,270.4,73.0,8.7,24.3,3.0,3.9,1,1
13379,353.8,25.0,18.3,7.3,10.8,14.3,1,1
13380,243.7,33.3,6.2,2.3,1.1,1.2,1,1
13381,290.4,111.6,2.7,8.5,33.3,65.1,2,3
13382,847.8,72.2,22.6,6.0,41.3,54.4,3,4
13383,178.6,42.6,0.0,0.0,0.5,2.0,1,1
13384,427.3,36.1,0.4,0.0,4.4,4.4,1,1
13385,330.5,19.7,4.3,3.9,0.7,0.9,1,1
13386,247.0,30.8,8.1,8.1,3.1,3.9,1,1
13387,233.7,38.3,0.0,0.1,1.0,1.1,1,1
13388,217.0,54.4,2.7,2.2,4.4,13.6,1,1
13389,507.4,16.8,10.9,3.9,10.0,18.6,1,1
13390,373.8,20.9,24.3,20.0,11.0,13.6,1,1
13391,233.7,78.7,5.3,1.2,1.4,3.3,1,1
13392,313.8,52.9,43.5,17.4,30.1,71.1,2,3
13393,527.4,11.2,24.7,1.8,17.1,25.9,2,2
13394,330.5,2.3,32.2,9.7,9.2,11.3,1,1
13395,620.8,5.7,5.8,0.8,17.3,32.1,2,2
13396,201.9,46.5,0.9,0.6,0.9,2.6,1,1
13397,208.6,34.7,0.1,0.1,0.7,1.7,1,1
13398,220.3,45.8,1.3,0.7,1.6,3.1,1,1
13399,196.9,40.4,0.3,0.4,5.0,8.2,1,1
13400,227.0,81.5,1.3,0.5,1.4,5.4,1,1
13401,247.0,41.1,13.4,4.0,0.9,1.3,1,1
13402,303.8,14.5,46.6,28.9,18.0,57.9,2,2
13403,213.6,53.6,1.7,0.9,71.3,306.9,4,10
13404,240.3,63.7,5.6,4.5,2.8,5.6,1,1
13405,410.6,68.7,0.4,0.7,0.8,1.6,1,1
13406,323.8,30.8,0.4,0.1,9.3,11.9,1,1
13407,3070.8,0.0,108.3,32.9,138.4,143.3,4,10
13408,330.5,50.8,14.7,3.2,1.8,2.5,1,1
13409,377.2,40.8,12.0,0.7,9.3,13.8,1,1
13410,188.6,12.0,1.2,0.7,0.5,0.6,1,1
13411,514.0,13.4,1.8,0.7,8.9,19.6,1,1
13412,774.4,4.2,20.9,20.3,28.5,40.4,2,3
13413,220.3,71.5,13.7,8.6,1.5,1.8,1,1
13414,178.6,57.2,0.4,0.4,33.0,106.9,2,3
13415,220.3,75.8,4.7,0.4,1.0,2.2,1,1
13416,1028.1,6.1,32.6,15.3,18.3,19.9,2,2
13417,337.1,51.5,3.2,1.6,21.6,96.8,2,2
13418,277.0,25.0,0.0,0.1,1.9,6.6,1,1
13419,273.7,44.7,7.2,3.0,3.3,3.8,1,1
13420,223.6,70.8,2.1,0.4,0.5,0.6,1,1
13421,217.0,44.7,19.0,16.2,20.8,47.6,2,2
13422,190.3,43.3,2.3,6.1,3.1,5.0,1,1
13423,212.0,29.7,0.4,0.0,0.5,1.1,1,1
13424,8758.6,0.0,85.0,54.8,338.7,465.4,6,10
13425,257.0,41.1,0.5,0.3,2.3,4.4,1,1
13426,250.3,39.0,4.7,2.2,4.7,6.7,1,1
13427,198.6,44.0,0.1,0.3,2.9,12.5,1,1
13428,287.1,22.9,13.0,1.1,0.8,1.1,1,1
13429,217.0,80.1,1.9,0.7,4.7,12.6,1,1
13430,330.5,27.2,27.8,10.9,21.8,40.9,2,2
13431,247.0,73.0,4.9,2.7,29.2,108.9,2,3
13432,170.2,13.6,0.0,0.0,0.5,0.8,1,1
13433,1815.8,0.8,7.7,2.6,84.7,101.2,4,10
13434,220.3,55.8,6.0,5.0,2.8,3.4,1,1
13435,237.0,118.7,0.5,3.3,17.9,41.9,2,2
13436,247.0,31.1,20.9,6.4,1.5,1.9,1,1
13437,303.8,38.6,10.1,0.3,3.1,3.8,1,1
13438,297.1,64.4,4.7,6.6,2.1,3.5,1,1
13439,474.0,0.0,67.9,2.3,8.5,10.0,1,1
13440,191.9,27.5,0.0,0.3,4.6,12.4,1,1
13441,427.3,30.0,35.0,40.1,16.6,16.9,2,2
13442,961.3,0.5,45.9,23.4,41.4,56.9,3,4
13443,247.0,56.5,9.4,12.2,41.8,104.6,3,4
13444,1014.7,32.5,4.5,5.1,11.0,17.3,1,1
13445,360.5,29.0,4.2,5.5,11.3,17.0,1,1
13446,1588.8,60.1,13.5,0.6,17.8,25.1,2,2
13447,350.5,31.1,21.6,1.9,9.6,19.8,1,1
13448,243.7,62.9,17.7,3.2,1.0,1.4,1,1
13449,191.9,62.2,2.6,0.4,1.2,1.5,1,1
13450,500.7,23.3,6.7,4.2,15.7,33.5,2,2
13451,233.7,36.1,1.2,1.0,1.2,4.2,1,1
13452,290.4,62.2,3.7,1.6,1.8,2.8,1,1
13453,217.0,36.1,21.1,1.9,6.3,7.1,1,1
13454,210.3,27.9,5.3,0.9,2.3,4.2,1,1
13455,881.2,1.5,50.0,3.4,18.1,24.8,2,2
13456,237.0,76.5,5.5,1.8,5.3,7.0,1,1
13457,200.3,94.4,0.2,0.2,1.0,3.2,1,1
13458,250.3,127.3,21.8,70.6,33.5,58.6,2,3
13459,701.0,45.8,14.1,2.4,57.3,70.9,3,7
13460,237.0,40.1,3.0,1.9,1.7,3.9,1,1
13461,237.0,43.6,3.7,0.8,0.6,0.7,1,1
13462,267.0,39.0,11.5,1.8,1.4,1.9,1,1
13463,200.3,35.4,0.2,0.1,1.2,1.2,1,1
13464,841.1,5.2,8.2,3.8,24.4,43.3,2,3
13465,353.8,49.4,2.2,0.3,8.1,10.2,1,1
13466,230.3,50.1,0.3,0.1,1.3,1.7,1,1
13467,220.3,33.3,3.9,0.0,2.6,6.6,1,1
13468,307.1,24.0,3.5,0.5,1.4,2.2,1,1
13469,400.5,47.2,0.8,0.5,14.0,14.2,1,2
13470,403.9,21.6,2.0,0.6,4.5,4.6,1,1
13471,377.2,31.5,18.5,3.9,10.8,30.3,1,1
13472,2536.8,5.2,29.1,12.3,169.7,348.0,5,10
13473,721.0,17.5,6.9,2.2,21.9,69.0,2,2
13474,212.0,46.5,0.1,0.1,0.8,2.1,1,1
13475,191.9,73.0,0.5,0.3,15.6,92.6,2,2
13476,1709.0,20.2,24.7,7.5,99.5,120.0,4,10
13477,707.6,5.6,7.1,3.0,28.0,47.9,2,3
13478,290.4,57.2,9.9,2.8,2.1,2.8,1,1
13479,260.4,0.3,0.5,0.3,2.0,4.7,1,1
13480,267.0,60.1,1.3,1.0,34.4,121.2,2,3
13481,320.4,68.7,5.7,6.8,5.5,9.7,1,1
13482,1735.7,0.0,65.1,75.3,125.4,171.3,4,10
13483,297.1,44.0,7.2,1.6,6.3,10.6,1,1
13484,230.3,52.9,0.2,0.2,2.2,10.6,1,1
13485,1415.3,0.0,11.3,4.0,55.7,166.6,3,7
13486,387.2,8.9,14.4,18.1,24.3,25.5,2,3
13487,280.4,54.4,8.7,0.1,2.4,4.7,1,1
13488,220.3,107.3,2.9,7.0,5.4,13.5,1,1
13489,220.3,70.8,1.7,2.1,28.0,86.5,2,3
13490,327.1,38.3,23.7,6.1,6.1,9.9,1,1
13491,1415.3,0.0,11.3,4.0,55.7,166.6,3,7
13492,257.0,47.2,5.0,0.6,0.9,1.6,1,1
13493,263.7,74.4,4.0,5.0,5.1,11.8,1,1
13494,283.7,35.8,2.5,0.3,1.2,2.4,1,1
13495,307.1,53.6,27.1,43.9,10.3,13.5,1,1
13496,1415.3,7.1,73.3,42.9,24.7,27.4,2,3
13497,283.7,47.9,24.3,29.8,35.6,104.4,2,3
13498,300.4,74.4,2.1,6.9,6.8,8.2,1,1
13499,367.2,15.0,0.1,0.0,0.9,1.3,1,1
13500,330.5,63.7,1.6,1.0,6.9,14.6,1,1
13501,307.1,3.0,29.1,4.1,4.4,7.5,1,1
13502,227.0,16.3,1.2,0.7,3.5,7.0,1,1
13503,3124.2,21.1,25.0,6.6,140.1,273.0,4,10
13504,193.6,16.3,2.0,2.3,1.8,3.4,1,1
13505,377.2,10.6,15.3,3.6,7.1,10.3,1,1
13506,393.9,29.0,23.0,3.3,7.3,9.9,1,1
13507,393.9,24.0,2.0,1.9,4.7,7.1,1,1
13508,320.4,135.9,1.5,4.1,77.7,260.9,4,10
13509,427.3,26.8,10.3,0.3,26.3,36.6,2,3
13510,270.4,55.8,15.8,4.9,1.7,2.3,1,1
13511,594.1,12.3,8.7,2.1,9.9,26.6,1,1
13512,360.5,65.8,19.2,11.3,10.2,21.7,1,1
13513,297.1,31.8,1.6,1.0,1.3,3.0,1,1
13514,240.3,34.0,0.6,11.0,3.1,5.4,1,1
13515,237.0,35.1,0.1,0.0,25.1,73.4,2,3
13516,250.3,31.5,0.6,0.3,57.0,189.4,3,7
13517,317.1,36.8,5.3,5.0,2.2,3.8,1,1
13518,567.4,125.9,1.7,2.5,12.1,21.2,1,2
13519,1174.9,0.0,63.8,2.5,20.3,24.4,2,2
13520,237.0,39.3,0.9,0.8,0.5,2.1,1,1
13521,921.3,0.0,52.8,8.8,54.7,66.4,3,7
13522,233.7,72.2,0.2,0.1,0.5,1.9,1,1
13523,4219.1,0.0,113.8,58.7,284.5,412.3,6,10
13524,10681.2,0.0,106.9,30.3,348.2,468.1,6,10
13525,2349.9,0.0,172.7,196.5,39.1,52.7,2,4
13526,934.6,0.0,36.0,44.4,31.8,96.1,2,3
13527,220.3,69.4,5.3,2.7,0.8,1.5,1,1
13528,290.4,15.4,50.0,7.1,23.9,102.1,2,2
13529,1174.9,0.0,63.8,2.5,20.3,24.4,2,2
13530,574.1,76.5,10.6,16.5,7.0,9.4,1,1
13531,220.3,87.3,10.7,6.7,3.0,4.1,1,1
13532,227.0,23.6,35.6,7.2,21.0,73.3,2,2
13533,310.4,6.9,26.4,28.1,11.7,12.7,1,1
13534,1001.4,14.5,9.4,3.5,29.1,48.6,2,3
13535,217.0,6.8,0.0,0.1,0.7,2.4,1,1
13536,240.3,101.6,6.2,10.1,30.5,88.0,2,3
13537,303.8,39.3,20.4,6.0,22.0,29.8,2,2
13538,1201.6,12.2,25.0,4.1,36.8,55.7,2,4
13539,260.4,36.5,4.7,0.4,1.6,2.6,1,1
13540,267.0,67.2,8.7,18.4,26.7,108.7,2,3
13541,260.4,21.1,1.0,0.4,2.7,2.9,1,1
13542,330.5,54.4,0.4,0.2,3.0,5.3,1,1
13543,454.0,2.7,2.9,0.3,11.9,12.6,1,1
13544,297.1,36.1,16.5,1.9,3.8,4.8,1,1
13545,237.0,44.0,3.2,0.6,0.6,1.1,1,1
13546,220.3,62.2,5.1,0.5,0.6,0.8,1,1
13547,494.0,30.4,3.4,1.9,8.9,14.5,1,1
13548,233.7,23.3,0.5,0.2,1.0,3.4,1,1
13549,2456.7,0.0,35.6,18.4,85.3,106.3,4,10
13550,400.5,41.5,0.1,0.0,0.5,0.9,1,1
13551,540.7,20.2,3.2,2.3,57.8,144.0,3,7
13552,213.6,85.8,8.6,4.2,5.6,18.0,1,1
13553,175.2,51.5,0.0,0.2,1.7,4.5,1,1
13554,233.7,72.2,0.8,0.6,51.7,249.0,3,6
13555,240.3,32.9,3.2,2.3,1.8,4.1,1,1
13556,680.9,226.0,7.0,45.8,57.1,59.9,3,7
13557,175.2,24.3,0.0,0.1,0.5,1.2,1,1
13558,237.0,51.5,1.5,1.8,0.5,0.7,1,1
13559,454.0,27.5,34.3,6.1,12.8,15.5,1,2
13560,217.0,56.5,2.6,21.7,0.6,0.8,1,1
13561,223.6,57.9,3.1,1.4,3.8,8.5,1,1
13562,212.0,98.7,0.3,0.3,1.0,3.7,1,1
13563,287.1,34.7,1.1,0.7,4.7,23.5,1,1
13564,440.6,7.3,1.7,0.2,14.8,15.9,1,2
13565,217.0,47.9,0.6,1.0,6.2,31.0,1,1
13566,243.7,22.4,9.9,1.3,9.1,17.0,1,1
13567,1602.2,41.8,26.7,11.9,114.5,186.0,4,10
13568,250.3,34.3,16.1,1.8,1.1,2.5,1,1
13569,203.6,42.6,0.2,0.2,0.5,1.7,1,1
13570,280.4,58.7,2.0,4.9,2.6,3.3,1,1
13571,1388.6,36.1,14.6,7.6,121.4,279.1,4,10
13572,427.3,14.1,2.2,0.3,15.2,41.2,1,2
13573,313.8,55.8,9.3,11.8,3.5,5.1,1,1
13574,514.0,6.3,41.1,8.2,28.5,37.1,2,3
13575,253.7,31.8,6.6,3.0,1.4,1.6,1,1
13576,340.5,57.9,45.9,38.2,33.6,52.6,2,3
13577,1401.9,56.5,42.8,7.0,82.0,105.6,4,10
13578,181.9,21.1,0.1,0.1,0.5,1.2,1,1
13579,400.5,16.8,0.2,0.0,0.5,0.5,1,1
13580,407.2,20.0,16.3,17.2,6.1,6.9,1,1
13581,233.7,16.5,11.0,10.6,4.5,5.2,1,1
13582,393.9,59.4,0.1,0.2,10.3,10.6,1,1
13583,233.7,45.8,4.2,2.8,4.3,16.4,1,1
13584,447.3,19.5,10.7,4.9,8.1,16.0,1,1
13585,273.7,47.9,10.2,9.2,3.6,6.0,1,1
13586,273.7,72.2,11.7,1.8,2.5,5.0,1,1
13587,280.4,32.9,50.7,18.6,27.1,57.3,2,3
13588,333.8,32.9,13.2,1.9,7.4,16.2,1,1
13589,250.3,23.3,16.6,9.3,1.6,2.6,1,1
13590,600.8,11.2,4.2,0.7,15.9,24.5,2,2
13591,260.4,30.8,2.4,0.7,1.2,2.0,1,1
13592,220.3,40.8,0.4,0.4,1.1,3.1,1,1
13593,247.0,31.1,0.1,0.1,0.9,2.6,1,1
13594,198.6,37.6,0.3,0.4,3.9,6.9,1,1
13595,300.4,56.5,6.1,0.6,2.1,3.7,1,1
13596,280.4,30.0,20.1,5.2,1.6,2.4,1,1
13597,363.8,3.9,63.1,35.8,27.1,61.2,2,3
13598,196.9,64.4,1.1,0.8,57.8,224.2,3,7
13599,337.1,26.1,25.7,5.8,19.8,30.3,2,2
13600,377.2,47.2,0.5,0.7,0.7,1.8,1,1
13601,260.4,28.6,0.3,0.1,11.1,19.7,1,1
13602,3524.8,0.0,38.7,39.6,72.9,78.3,4,10
13603,363.8,7.9,31.2,5.0,10.0,12.4,1,1
13604,397.2,32.9,17.7,1.0,10.3,17.1,1,1
13605,176.9,6.2,1.0,0.6,0.5,0.6,1,1
13606,640.9,7.8,2.7,0.7,14.8,44.7,1,2
13607,934.6,1.2,26.4,26.5,28.7,42.1,2,3
13608,420.6,43.6,18.3,11.0,3.2,4.4,1,1
13609,183.6,52.2,0.6,0.4,31.4,100.3,2,3
13610,417.2,19.1,33.9,2.0,5.1,7.4,1,1
13611,1028.1,12.7,27.1,11.0,18.8,22.4,2,2
13612,303.8,55.1,2.5,1.4,23.0,109.0,2,2
13613,303.8,23.6,0.0,0.1,2.1,5.8,1,1
13614,734.3,0.0,15.1,9.7,6.7,8.6,1,1
13615,237.0,61.5,5.1,1.0,0.8,1.0,1,1
13616,243.7,37.9,20.4,15.5,23.1,63.9,2,2
13617,205.3,46.5,2.7,7.6,5.5,8.0,1,1
13618,227.0,20.2,0.5,0.1,0.5,1.5,1,1
13619,13137.8,0.0,115.2,67.7,563.0,649.6,6,10
13620,297.1,44.0,0.7,0.4,2.9,6.0,1,1
13621,293.7,33.3,8.1,1.3,7.1,11.6,1,1
13622,200.3,49.4,0.1,0.4,2.8,14.9,1,1
13623,360.5,10.9,17.3,1.6,1.1,1.6,1,1
13624,320.4,77.3,10.6,8.7,8.7,24.5,1,1
13625,767.7,0.0,61.0,32.0,75.8,91.6,4,10
13626,393.9,0.0,96.0,29.1,21.5,54.6,2,2
13627,175.2,10.6,0.0,0.0,0.5,1.0,1,1
13628,680.9,1.6,3.9,1.2,28.0,54.5,2,3
13629,243.7,48.6,4.1,1.7,1.4,1.8,1,1
13630,223.6,137.3,0.9,14.3,30.6,92.0,2,3
13631,263.7,31.1,32.6,9.1,2.2,2.7,1,1
13632,300.4,55.8,10.1,0.4,2.8,3.3,1,1
13633,283.7,62.9,3.8,5.6,2.3,4.4,1,1
13634,417.2,0.0,55.5,4.3,9.4,10.8,1,1
13635,203.6,37.2,0.0,0.2,3.5,10.8,1,1
13636,607.5,0.4,71.3,86.8,39.0,39.3,2,4
13637,607.5,57.2,9.4,7.0,30.9,36.5,2,3
13638,193.6,68.0,1.9,4.1,33.4,104.3,2,3
13639,1815.8,12.5,12.0,9.8,30.1,48.0,2,3
13640,440.6,31.1,5.6,7.3,15.6,24.1,2,2
13641,4219.1,24.0,36.0,1.3,30.4,36.3,2,3
13642,377.2,22.9,23.3,2.0,10.3,21.6,1,1
13643,273.7,44.7,35.3,5.7,1.2,2.0,1,1
13644,183.6,66.5,2.7,0.4,0.8,1.2,1,1
13645,467.3,23.3,7.2,4.1,13.2,33.5,1,2
13646,227.0,42.9,1.0,0.9,1.5,3.3,1,1
13647,333.8,54.4,5.4,2.3,6.9,8.0,1,1
13648,223.6,28.3,21.6,1.2,2.0,2.4,1,1
13649,230.3,15.9,9.0,0.7,3.6,5.1,1,1
13650,290.4,45.1,12.2,1.3,2.0,3.9,1,1
13651,227.0,82.3,5.7,1.0,1.1,1.4,1,1
13652,200.3,86.6,0.2,0.2,1.0,3.2,1,1
13653,230.3,108.7,17.5,48.6,34.2,91.5,2,3
13654,821.1,62.9,13.2,4.5,110.8,129.0,4,10
13655,263.7,42.6,3.3,1.6,1.8,3.2,1,1
13656,253.7,40.1,5.3,1.7,3.8,4.6,1,1
13657,247.0,68.0,9.5,1.8,1.5,2.2,1,1
13658,195.3,38.3,0.1,0.1,1.3,1.5,1,1
13659,707.6,7.5,6.4,3.1,15.7,28.1,2,2
13660,367.2,25.4,2.0,0.1,6.4,7.7,1,1
13661,343.8,55.1,1.8,0.5,7.2,8.0,1,1
13662,223.6,44.7,3.6,1.5,1.5,3.6,1,1
13663,527.4,17.4,11.0,2.4,8.6,10.5,1,1
13664,487.3,57.2,1.3,0.1,18.5,18.6,2,2
13665,340.5,6.6,3.3,1.6,2.5,2.7,1,1
13666,674.3,31.8,38.0,6.7,36.1,57.7,2,4
13667,2563.5,6.7,28.8,12.3,163.6,308.8,5,10
13668,1028.1,16.5,7.3,1.3,30.9,73.8,2,3
13669,208.6,38.3,0.1,0.1,1.1,2.7,1,1
13670,188.6,69.4,0.5,0.3,18.6,92.8,2,2
13671,647.5,6.5,9.9,2.1,16.2,32.0,2,2
13672,761.0,2.0,7.9,3.3,31.0,51.6,2,3
13673,253.7,45.1,1.7,0.1,0.5,0.5,1,1
13674,317.1,0.4,0.7,0.3,5.1,7.0,1,1
13675,287.1,45.1,1.7,1.2,43.9,140.0,3,5
13676,373.8,95.8,5.1,6.3,10.2,14.0,1,1
13677,3150.9,0.0,101.5,46.7,289.1,366.0,6,10
13678,333.8,21.8,12.3,1.1,15.4,23.5,1,2
13679,233.7,35.1,0.1,0.3,2.4,10.3,1,1
13680,474.0,2.2,5.0,1.1,8.2,33.8,1,1
13681,320.4,53.6,6.3,10.7,7.2,7.8,1,1
13682,554.1,0.8,36.0,0.0,16.3,24.6,2,2
13683,217.0,98.7,2.8,9.7,2.5,6.8,1,1
13684,273.7,47.9,5.4,5.3,7.3,15.2,1,1
13685,270.4,45.8,12.0,3.2,2.2,4.1,1,1
13686,474.0,2.2,5.0,1.1,8.2,33.8,1,1
13687,247.0,60.8,4.6,0.6,1.0,1.8,1,1
13688,390.5,67.2,4.1,4.5,14.1,27.5,1,2
13689,243.7,45.8,1.5,0.5,1.4,3.5,1,1
13690,250.3,49.4,5.7,6.0,1.5,2.9,1,1
13691,1428.6,22.2,68.6,37.7,31.2,33.9,2,3
13692,240.3,55.1,12.7,16.5,49.4,168.3,3,6
13693,223.6,45.1,0.9,2.2,1.3,2.3,1,1
13694,363.8,16.1,0.1,0.0,0.9,1.3,1,1
13695,387.2,60.1,1.3,0.7,7.2,13.2,1,1
13696,240.3,44.7,1.7,0.3,0.5,0.6,1,1
13697,337.1,16.8,4.3,1.9,12.1,14.3,1,2
13698,2136.2,25.8,13.2,3.3,87.6,188.7,4,10
13699,188.6,19.3,2.0,2.0,2.2,6.3,1,1
13700,1028.1,0.0,26.4,5.3,42.1,49.8,3,5
13701,494.0,27.5,36.7,4.4,12.7,16.9,1,2
13702,413.9,25.4,3.2,2.9,6.3,8.2,1,1
13703,191.9,60.8,0.3,0.1,50.1,168.2,3,6
13704,207.0,72.2,0.6,0.1,1.2,1.6,1,1
13705,290.4,40.8,20.2,5.2,2.1,2.5,1,1
13706,680.9,3.8,11.1,2.6,11.8,33.8,1,1
13707,574.1,60.8,40.1,22.4,11.8,28.0,1,1
13708,223.6,49.4,1.8,1.0,1.2,3.3,1,1
13709,233.7,33.6,0.6,9.3,3.5,5.9,1,1
13710,253.7,36.1,0.2,0.0,13.6,40.4,1,2
13711,367.2,30.0,1.8,0.9,71.7,216.2,4,10
13712,237.0,53.6,4.7,5.3,2.5,4.8,1,1
13713,454.0,158.8,2.2,4.1,22.2,35.5,2,2
13714,2029.4,0.0,65.8,4.5,41.8,44.8,3,4
13715,250.3,41.8,1.4,0.8,0.9,3.2,1,1
13716,694.3,0.0,27.1,6.7,47.5,55.7,3,5
13717,223.6,76.5,0.1,0.1,0.5,2.6,1,1
13718,1642.2,4.7,46.6,15.0,125.9,171.6,4,10
13719,17944.301,0.0,96.0,44.4,582.9,747.4,6,10
13720,1442.0,0.0,102.8,107.8,21.7,29.6,2,2
13721,454.0,0.1,30.9,31.5,42.0,129.9,3,5
13722,247.0,38.6,10.9,5.6,1.6,2.1,1,1
13723,347.1,0.2,59.6,8.1,44.3,160.7,3,5
13724,2029.4,0.0,65.8,4.5,41.8,44.8,3,4
13725,447.3,67.2,7.8,12.2,4.1,5.7,1,1
13726,287.1,45.4,17.5,13.1,2.4,5.0,1,1
13727,263.7,4.3,58.3,12.8,44.7,145.8,3,5
13728,300.4,28.6,25.0,29.8,8.6,9.7,1,1
13729,1215.0,7.0,11.7,3.5,37.7,69.4,2,4
13730,175.2,7.0,0.0,0.1,0.5,1.4,1,1
13731,237.0,93.0,5.1,8.6,43.5,134.3,3,5
13732,410.6,3.5,54.2,8.4,18.9,22.5,2,2
13733,881.2,32.9,11.1,2.2,27.6,42.5,2,3
13734,253.7,43.6,4.9,0.6,1.4,2.4,1,1
13735,213.6,77.3,4.2,10.7,7.8,20.7,1,1
13736,310.4,25.8,4.4,0.8,6.5,11.3,1,1
13737,360.5,27.5,0.3,0.1,1.4,2.9,1,1
13738,303.8,3.8,1.8,0.3,7.0,8.0,1,1
13739,333.8,17.4,24.3,2.4,5.9,7.6,1,1
13740,253.7,39.7,5.0,1.1,2.6,4.1,1,1
13741,223.6,65.1,6.8,0.6,0.9,1.2,1,1
13742,527.4,22.7,2.9,2.2,8.5,16.7,1,1
13743,257.0,20.4,1.0,0.3,1.7,6.0,1,1
13744,2376.6,0.1,43.9,13.7,112.0,133.0,4,10
13745,400.5,38.3,0.0,0.0,0.5,0.6,1,1
13746,721.0,25.0,5.0,3.6,70.1,170.0,4,9
13747,207.0,87.3,1.9,1.4,16.2,62.1,2,2
13748,175.2,55.1,0.0,0.2,3.3,7.9,1,1
13749,230.3,83.0,0.7,0.5,139.6,865.3,4,10
13750,380.5,70.1,2.1,2.3,1.2,2.2,1,1
13751,417.2,117.3,10.5,19.8,27.4,29.4,2,3
13752,175.2,40.8,0.0,0.1,1.0,2.9,1,1
13753,247.0,39.0,2.3,1.3,0.6,0.7,1,1
13754,383.9,22.2,27.8,3.6,9.6,12.7,1,1
13755,220.3,60.8,1.8,18.8,0.9,1.2,1,1
13756,227.0,81.5,3.5,2.4,3.5,5.4,1,1
13757,210.3,101.6,0.3,0.3,0.6,2.1,1,1
13758,367.2,24.0,1.6,1.8,5.9,7.6,1,1
13759,587.5,3.6,3.4,0.4,18.6,20.5,2,2
13760,223.6,35.8,1.4,2.8,5.6,19.2,1,1
13761,223.6,26.8,7.6,1.2,14.9,26.5,1,2
13762,1789.1,15.2,33.6,9.2,119.2,190.4,4,10
13763,237.0,58.7,11.3,1.5,0.7,1.3,1,1
13764,203.6,40.8,0.2,0.2,0.5,1.0,1,1
13765,227.0,40.1,2.0,3.0,0.6,1.0,1,1
13766,1228.3,40.4,12.9,7.0,105.0,266.7,4,10
13767,560.8,18.2,2.1,0.2,17.7,35.4,2,2
13768,1535.4,0.0,73.3,102.0,100.7,122.6,4,10
13769,540.7,0.7,56.2,34.8,39.9,50.7,2,4
13770,313.8,23.6,12.3,6.3,5.5,7.2,1,1
13771,363.8,73.7,38.4,37.2,29.6,44.7,2,3
13772,2189.6,0.1,72.7,4.9,99.7,138.5,4,10
13773,173.6,32.5,0.1,0.1,0.5,1.0,1,1
13774,433.9,27.5,0.1,0.0,0.7,0.7,1,1
13775,500.7,13.8,19.7,21.5,7.4,8.2,1,1
13776,277.0,22.7,13.4,13.5,5.4,6.2,1,1
13777,333.8,55.8,0.1,0.2,8.8,9.6,1,1
13778,247.0,48.6,5.2,3.2,6.3,18.2,1,1
13779,327.1,37.9,8.0,4.8,4.5,10.1,1,1
13780,413.9,15.2,29.8,22.4,14.3,20.8,1,2
13781,337.1,49.4,21.3,2.2,4.7,7.7,1,1
13782,290.4,80.1,22.3,11.9,16.2,36.7,2,2
13783,747.7,1.0,41.1,6.5,43.3,60.1,3,5
13784,247.0,30.4,11.7,5.7,0.7,1.2,1,1
13785,701.0,5.3,6.5,0.9,23.5,43.3,2,2
13786,230.3,52.2,1.5,0.6,2.1,3.7,1,1
13787,223.6,45.1,0.3,0.3,1.5,3.3,1,1
13788,207.0,45.1,0.1,0.1,1.0,2.7,1,1
13789,198.6,36.8,0.4,0.3,1.7,2.5,1,1
13790,290.4,70.1,5.5,0.7,1.7,3.0,1,1
13791,257.0,66.5,15.3,4.3,1.5,2.2,1,1
13792,307.1,9.6,49.4,26.7,21.9,63.8,2,2
13793,201.9,77.3,0.8,0.9,67.8,332.1,4,9
13794,433.9,0.3,42.2,17.6,32.8,44.4,2,3
13795,307.1,51.5,0.9,1.2,0.5,1.0,1,1
13796,340.5,38.6,0.6,0.2,5.6,11.3,1,1
13797,1789.1,0.0,30.9,8.8,35.9,40.0,2,3
13798,283.7,38.3,13.0,1.9,3.5,4.4,1,1
13799,494.0,4.4,28.8,0.9,16.2,27.7,2,2
13800,196.9,17.0,1.1,0.6,0.5,0.6,1,1
13801,1174.9,8.1,4.0,0.9,35.2,59.3,2,3
13802,948.0,25.0,34.3,16.7,35.7,48.8,2,3
13803,854.5,0.0,61.0,25.5,22.2,32.1,2,2
13804,188.6,55.8,0.3,0.3,28.0,100.0,2,3
13805,821.1,0.0,45.2,4.1,17.3,22.4,2,2
13806,1789.1,12.0,48.0,12.4,42.5,45.8,3,5
13807,270.4,66.5,1.9,1.2,19.0,76.0,2,2
13808,233.7,37.9,0.0,0.1,1.7,6.0,1,1
13809,514.0,0.1,25.4,16.7,5.3,7.0,1,1
13810,413.9,12.5,37.7,4.3,9.7,11.4,1,1
13811,212.0,55.1,17.3,10.5,35.6,93.8,2,3
13812,223.6,37.9,3.9,4.9,5.8,7.9,1,1
13813,247.0,24.3,0.3,0.0,0.5,1.4,1,1
13814,1295.1,0.0,14.6,11.0,45.8,76.6,3,5
13815,340.5,47.2,1.0,0.5,4.5,7.3,1,1
13816,360.5,12.2,9.6,0.4,16.6,25.3,2,2
