id,country,location_name,latitude,longitude,timezone
3734,Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde
3735,Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh
3736,Cameroon,Bafoussam,5.47,10.42,Africa/Douala
3737,Canada,Ottawa,45.42,-75.7,America/Toronto
3738,Central African Republic,Bangui,4.37,18.58,Africa/Bangui
3739,Chad,N'djamena,12.11,15.05,Africa/Douala
3740,Chile,Santiago,-33.45,-70.67,America/Santiago
3741,China,Beijing,39.93,116.39,Asia/Shanghai
3742,Bulgaria,Bogot,43.32,24.7,Europe/Sofia
3743,Comoros,Moroni,-11.7,43.24,Indian/Comoro
3744,Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville
3745,Costa Rica,San Juan,9.97,-84.08,America/Costa_Rica
3746,Croatia,Zagreb,45.8,16.0,Europe/Zagreb
3747,Cuba,Havana,23.13,-82.36,America/Havana
3748,Cyprus,Nicosia,35.17,33.37,Asia/Famagusta
3749,Czech Republic,Prague,50.08,14.47,Europe/Prague
3750,Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville
3751,Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen
3752,Djibouti,Djibouti,11.6,43.15,Africa/Djibouti
3753,Dominica,Roseau,15.3,-61.4,America/Dominica
3754,Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo
3755,Ecuador,Quito,-0.22,-78.5,America/Guayaquil
3756,Egypt,Cairo,30.05,31.25,Africa/Cairo
3757,El Salvador,San Salvador,13.71,-89.2,America/El_Salvador
3758,Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo
3759,Eritrea,Asmara,15.33,38.93,Africa/Asmara
3760,Estonia,Tallinn,59.43,24.73,Europe/Tallinn
3761,Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane
3762,Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa
3763,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji
3764,Finland,Helsinki,60.18,24.93,Europe/Helsinki
3765,France,Paris,48.87,2.33,Europe/Paris
3766,Gabon,Libreville,0.38,9.45,Africa/Libreville
3767,Gambia,Banjul,13.45,-16.58,Africa/Banjul
3768,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi
3769,Germany,Berlin,52.52,13.4,Europe/Berlin
3770,Ghana,Accra,5.55,-0.22,Africa/Accra
3771,Greece,Athens,37.98,23.72,Europe/Athens
3772,Grenada,Saint George's,12.05,-61.75,America/Grenada
3773,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala
3774,Guinea,Conakry,9.51,-13.71,Africa/Conakry
3775,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau
3776,Guyana,Georgetown,6.8,-58.17,America/Guyana
3777,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince
3778,Vatican City,Vatican City,41.9,12.45,Europe/Rome
3779,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa
3780,Hungary,Budapest,47.5,19.08,Europe/Budapest
3781,Iceland,Hella,63.83,-20.4,Atlantic/Reykjavik
3782,India,New Delhi,28.6,77.2,Asia/Kolkata
3783,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta
3784,Iran,Tehran,35.73,51.33,Asia/Tehran
3785,Iraq,Baghdad,33.34,44.39,Asia/Baghdad
3786,Ireland,Dublin,53.33,-6.25,Europe/Dublin
3787,Israel,Jerusalem,31.78,35.23,Asia/Jerusalem
3788,Italy,Rome,41.9,12.48,Europe/Rome
3789,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica
3790,Japan,Tokyo,35.69,139.69,Asia/Tokyo
3791,Jordan,Amman,31.95,35.93,Asia/Amman
3792,Kazakhstan,Astana,51.18,71.43,Asia/Almaty
3793,Kenya,Nairobi,-1.28,36.82,Africa/Nairobi
3794,Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa
3795,Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait
3796,Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek
3797,Indonesia,Laos,-8.18,114.32,Asia/Jakarta
3798,Latvia,Riga,56.95,24.1,Europe/Riga
3799,Lebanon,Beirut,33.87,35.51,Asia/Beirut
3800,Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg
3801,Liberia,Monrovia,6.31,-10.8,Africa/Monrovia
3802,Thailand,Nan,18.78,100.78,Asia/Bangkok
3803,Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz
3804,Lithuania,Vilnius,54.68,25.32,Europe/Vilnius
3805,Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg
3806,Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo
3807,Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre
3808,Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur
3809,Maldives,Farukolhufunadhoo,6.15,73.27,Indian/Maldives
3810,Mali,Bamako,12.65,-8.0,Africa/Bamako
3811,Malta,Valletta,35.9,14.51,Europe/Malta
3812,Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro
3813,Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott
3814,Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius
3815,Mexico,Mexico City,19.43,-99.13,America/Mexico_City
3816,Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei
3817,Russia,Chi-Chi-Erh,51.7,94.45,Asia/Krasnoyarsk
3818,Monaco,Monaco,43.73,7.42,Europe/Monaco
3819,Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar
3820,Montenegro,Podgorica,42.44,19.26,Europe/Podgorica
3821,Morocco,Rabat,34.03,-6.84,Africa/Casablanca
3822,Mozambique,Maputo,-25.97,32.59,Africa/Maputo
3823,Myanmar,Pathein,16.78,94.73,Asia/Yangon
3824,Namibia,Windhoek,-22.57,17.08,Africa/Windhoek
3825,Turkey,Yaren,39.55,27.62,Europe/Istanbul
3826,Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu
3827,Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam
3828,New Zealand,Wellington,-41.3,174.78,Pacific/Auckland
3829,Nicaragua,Managua,12.15,-86.27,America/Managua
3830,Niger,Niamey,13.52,2.12,Africa/Niamey
3831,Nigeria,Abuja,9.18,7.18,Africa/Lagos
3832,North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang
3833,Macedonia,Skopje,42.0,21.43,Europe/Skopje
3834,Norway,Oslo,59.92,10.75,Europe/Oslo
3835,Oman,Muscat,23.61,58.59,Asia/Muscat
3836,Pakistan,Islamabad,33.7,73.17,Asia/Karachi
3837,Palau,Adkip,7.36,134.51,Pacific/Palau
3838,Bolivia,National,-11.18,-67.08,America/La_Paz
3839,Panama,Panama City,8.97,-79.53,America/Panama
3840,Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby
3841,Paraguay,Carreria,-21.55,-58.12,America/Asuncion
3842,Philippines,Manila,14.6,120.98,Asia/Manila
3843,Poland,Warsaw,52.25,21.0,Europe/Warsaw
3844,Portugal,Lisbon,38.72,-9.13,Europe/Lisbon
3845,Qatar,Doha,25.29,51.53,Asia/Qatar
3846,Romania,Bucharest,44.43,26.1,Europe/Bucharest
3847,Russia,Moscow,55.75,37.62,Europe/Moscow
3848,Rwanda,Kigali,-1.95,30.06,Africa/Kigali
3849,Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts
3850,Saint Lucia,Castries,14.0,-61.0,America/St_Lucia
3851,Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent
3852,Samoa,Apia,-13.83,-171.73,Pacific/Apia
3853,San Marino,San Marino,43.93,12.45,Europe/Rome
3854,Belgium,'S-Gravenwezel,51.27,4.55,Europe/Brussels
3855,Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh
3856,Senegal,Dakar,14.67,-17.44,Africa/Dakar
3857,Serbia,Belgrade,44.8,20.47,Europe/Belgrade
3858,Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe
3859,Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown
3860,Singapore,Singapore,1.29,103.86,Asia/Singapore
3861,Slovakia,Bratislava,48.15,17.12,Europe/Bratislava
3862,Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana
3863,Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal
3864,Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu
3865,South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg
3866,South Korea,Seoul,37.57,127.0,Asia/Seoul
3867,Sudan,Juba,12.15,24.45,Africa/Khartoum
3868,Spain,Madrid,40.4,-3.68,Europe/Madrid
3869,Sri Lanka,Colombo,6.93,79.85,Asia/Colombo
3870,Sudan,Khartoum,15.59,32.53,Africa/Khartoum
3871,Suriname,Paramaribo,5.83,-55.17,America/Paramaribo
3872,Sweden,Stockholm,59.33,18.05,Europe/Stockholm
3873,Switzerland,Bern,46.92,7.47,Europe/Zurich
3874,Syria,Damascus,33.5,36.3,Asia/Damascus
3875,Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe
3876,Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam
3877,Thailand,Bangkok,13.75,100.52,Asia/Bangkok
3878,Timor-Leste,Dili,-8.56,125.57,Asia/Dili
3879,Bulgaria,Lom,43.81,23.24,Europe/Bucharest
3880,Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu
3881,Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain
3882,Tunisia,Tunis,36.8,10.18,Africa/Tunis
3883,Turkey,Ankara,39.93,32.86,Europe/Istanbul
3884,Turkmenistan,Ashgabat,37.95,58.38,Asia/Ashgabat
3885,Tuvalu,Funafuti,-8.52,179.22,Pacific/Funafuti
3886,Uganda,Kampala,0.32,32.57,Africa/Kampala
3887,Ukraine,Kyiv,50.43,30.52,Europe/Kiev
3888,United Arab Emirates,Abu Dhabi,24.47,54.37,Asia/Dubai
3889,United Kingdom,London,51.52,-0.11,Europe/London
3890,United States of America,Washington Park,46.6,-120.49,America/Los_Angeles
3891,Uruguay,Montevideo,-34.86,-56.17,America/Montevideo
3892,Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent
3893,Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate
3894,Venezuela,Caracas,10.5,-66.92,America/Caracas
3895,Vietnam,Hanoi,21.03,105.85,Asia/Bangkok
3896,Yemen,Sanaa,15.35,44.21,Asia/Aden
3897,Zambia,Lusaka,-15.42,28.28,Africa/Lusaka
3898,Zimbabwe,Harare,-17.82,31.04,Africa/Harare
3899,Afghanistan,Kabul,34.52,69.18,Asia/Kabul
3900,Albania,Tirana,41.33,19.82,Europe/Tirane
3901,Algeria,Algiers,36.76,3.05,Africa/Algiers
3902,Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra
3903,Angola,Luanda,-8.84,13.23,Africa/Luanda
3904,Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua
3905,Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires
3906,Armenia,Yerevan,40.18,44.51,Asia/Yerevan
3907,Australia,Canberra,-35.28,149.22,Australia/Sydney
3908,Austria,Vienna,48.2,16.37,Europe/Vienna
3909,Azerbaijan,Baku,40.4,49.88,Asia/Baku
3910,Bahamas,Nassau,25.08,-77.35,America/Nassau
3911,Bahrain,Manama,26.24,50.58,Asia/Bahrain
3912,Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka
3913,Barbados,Bridgetown,13.1,-59.62,America/Barbados
3914,Belarus,Minsk,53.9,27.57,Europe/Minsk
3915,Belgium,Brussels,50.83,4.33,Europe/Brussels
3916,Belize,Belmopan,17.25,-88.77,America/Belize
3917,Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo
3918,Bhutan,Thimphu,27.48,89.6,Asia/Thimphu
3919,Bolivia,Sucre,-19.04,-65.26,America/La_Paz
3920,Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo
3921,Botswana,Gaborone,-24.65,25.91,Africa/Gaborone
3922,Brazil,Bras,-2.08,-58.17,America/Manaus
3923,Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei
3924,Bulgaria,Sofia,42.68,23.32,Europe/Sofia
3925,Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou
3926,Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura
3927,Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo
3928,Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde
3929,Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh
3930,Cameroon,Bafoussam,5.47,10.42,Africa/Douala
3931,Canada,Ottawa,45.42,-75.7,America/Toronto
3932,Central African Republic,Bangui,4.37,18.58,Africa/Bangui
3933,Chad,N'djamena,12.11,15.05,Africa/Douala
3934,Chile,Santiago,-33.45,-70.67,America/Santiago
3935,China,Beijing,39.93,116.39,Asia/Shanghai
3936,Bulgaria,Bogot,43.32,24.7,Europe/Sofia
3937,Comoros,Moroni,-11.7,43.24,Indian/Comoro
3938,Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville
3939,Costa Rica,San Juan,9.97,-84.08,America/Costa_Rica
3940,Croatia,Zagreb,45.8,16.0,Europe/Zagreb
3941,Cuba,Havana,23.13,-82.36,America/Havana
3942,Cyprus,Nicosia,35.17,33.37,Asia/Famagusta
3943,Czech Republic,Prague,50.08,14.47,Europe/Prague
3944,Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville
3945,Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen
3946,Djibouti,Djibouti,11.6,43.15,Africa/Djibouti
3947,Dominica,Roseau,15.3,-61.4,America/Dominica
3948,Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo
3949,Ecuador,Quito,-0.22,-78.5,America/Guayaquil
3950,Egypt,Cairo,30.05,31.25,Africa/Cairo
3951,El Salvador,San Salvador,13.71,-89.2,America/El_Salvador
3952,Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo
3953,Eritrea,Asmara,15.33,38.93,Africa/Asmara
3954,Estonia,Tallinn,59.43,24.73,Europe/Tallinn
3955,Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane
3956,Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa
3957,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji
3958,Finland,Helsinki,60.18,24.93,Europe/Helsinki
3959,France,Paris,48.87,2.33,Europe/Paris
3960,Gabon,Libreville,0.38,9.45,Africa/Libreville
3961,Gambia,Banjul,13.45,-16.58,Africa/Banjul
3962,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi
3963,Germany,Berlin,52.52,13.4,Europe/Berlin
3964,Ghana,Accra,5.55,-0.22,Africa/Accra
3965,Greece,Athens,37.98,23.72,Europe/Athens
3966,Grenada,Saint George's,12.05,-61.75,America/Grenada
3967,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala
3968,Guinea,Conakry,9.51,-13.71,Africa/Conakry
3969,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau
3970,Guyana,Georgetown,6.8,-58.17,America/Guyana
3971,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince
3972,Vatican City,Vatican City,41.9,12.45,Europe/Rome
3973,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa
3974,Hungary,Budapest,47.5,19.08,Europe/Budapest
3975,Iceland,Hella,63.83,-20.4,Atlantic/Reykjavik
3976,India,New Delhi,28.6,77.2,Asia/Kolkata
3977,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta
3978,Iran,Tehran,35.73,51.33,Asia/Tehran
3979,Iraq,Baghdad,33.34,44.39,Asia/Baghdad
3980,Ireland,Dublin,53.33,-6.25,Europe/Dublin
3981,Israel,Jerusalem,31.78,35.23,Asia/Jerusalem
3982,Italy,Rome,41.9,12.48,Europe/Rome
3983,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica
3984,Japan,Tokyo,35.69,139.69,Asia/Tokyo
3985,Jordan,Amman,31.95,35.93,Asia/Amman
3986,Kazakhstan,Astana,51.18,71.43,Asia/Almaty
3987,Kenya,Nairobi,-1.28,36.82,Africa/Nairobi
3988,Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa
3989,Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait
3990,Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek
3991,Indonesia,Laos,-8.18,114.32,Asia/Jakarta
3992,Latvia,Riga,56.95,24.1,Europe/Riga
3993,Lebanon,Beirut,33.87,35.51,Asia/Beirut
3994,Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg
3995,Liberia,Monrovia,6.31,-10.8,Africa/Monrovia
3996,Thailand,Nan,18.78,100.78,Asia/Bangkok
3997,Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz
3998,Lithuania,Vilnius,54.68,25.32,Europe/Vilnius
3999,Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg
4000,Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo
4001,Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre
4002,Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur
4003,Maldives,Farukolhufunadhoo,6.15,73.27,Indian/Maldives
4004,Mali,Bamako,12.65,-8.0,Africa/Bamako
4005,Malta,Valletta,35.9,14.51,Europe/Malta
4006,Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro
4007,Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott
4008,Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius
4009,Mexico,Mexico City,19.43,-99.13,America/Mexico_City
4010,Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei
4011,Russia,Chi-Chi-Erh,51.7,94.45,Asia/Krasnoyarsk
4012,Monaco,Monaco,43.73,7.42,Europe/Monaco
4013,Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar
4014,Montenegro,Podgorica,42.44,19.26,Europe/Podgorica
4015,Morocco,Rabat,34.03,-6.84,Africa/Casablanca
4016,Mozambique,Maputo,-25.97,32.59,Africa/Maputo
4017,Myanmar,Pathein,16.78,94.73,Asia/Yangon
4018,Namibia,Windhoek,-22.57,17.08,Africa/Windhoek
4019,Turkey,Yaren,39.55,27.62,Europe/Istanbul
4020,Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu
4021,Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam
4022,New Zealand,Wellington,-41.3,174.78,Pacific/Auckland
4023,Nicaragua,Managua,12.15,-86.27,America/Managua
4024,Niger,Niamey,13.52,2.12,Africa/Niamey
4025,Nigeria,Abuja,9.18,7.18,Africa/Lagos
4026,North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang
4027,Macedonia,Skopje,42.0,21.43,Europe/Skopje
4028,Norway,Oslo,59.92,10.75,Europe/Oslo
4029,Oman,Muscat,23.61,58.59,Asia/Muscat
4030,Pakistan,Islamabad,33.7,73.17,Asia/Karachi
4031,Palau,Adkip,7.36,134.51,Pacific/Palau
4032,Bolivia,National,-11.18,-67.08,America/La_Paz
4033,Panama,Panama City,8.97,-79.53,America/Panama
4034,Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby
4035,Paraguay,Carreria,-21.55,-58.12,America/Asuncion
4036,Peru,Lima,-12.05,-77.05,America/Lima
4037,Philippines,Manila,14.6,120.98,Asia/Manila
4038,Poland,Warsaw,52.25,21.0,Europe/Warsaw
4039,Portugal,Lisbon,38.72,-9.13,Europe/Lisbon
4040,Qatar,Doha,25.29,51.53,Asia/Qatar
4041,Romania,Bucharest,44.43,26.1,Europe/Bucharest
4042,Russia,Moscow,55.75,37.62,Europe/Moscow
4043,Rwanda,Kigali,-1.95,30.06,Africa/Kigali
4044,Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts
4045,Saint Lucia,Castries,14.0,-61.0,America/St_Lucia
4046,Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent
4047,Samoa,Apia,-13.83,-171.73,Pacific/Apia
4048,San Marino,San Marino,43.93,12.45,Europe/Rome
4049,Belgium,'S-Gravenwezel,51.27,4.55,Europe/Brussels
4050,Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh
4051,Senegal,Dakar,14.67,-17.44,Africa/Dakar
4052,Serbia,Belgrade,44.8,20.47,Europe/Belgrade
4053,Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe
4054,Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown
4055,Singapore,Singapore,1.29,103.86,Asia/Singapore
4056,Slovakia,Bratislava,48.15,17.12,Europe/Bratislava
4057,Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana
4058,Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal
4059,Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu
4060,South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg
4061,South Korea,Seoul,37.57,127.0,Asia/Seoul
4062,Sudan,Juba,12.15,24.45,Africa/Khartoum
4063,Spain,Madrid,40.4,-3.68,Europe/Madrid
4064,Sri Lanka,Colombo,6.93,79.85,Asia/Colombo
4065,Sudan,Khartoum,15.59,32.53,Africa/Khartoum
4066,Suriname,Paramaribo,5.83,-55.17,America/Paramaribo
4067,Sweden,Stockholm,59.33,18.05,Europe/Stockholm
4068,Switzerland,Bern,46.92,7.47,Europe/Zurich
4069,Syria,Damascus,33.5,36.3,Asia/Damascus
4070,Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe
4071,Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam
4072,Thailand,Bangkok,13.75,100.52,Asia/Bangkok
4073,Timor-Leste,Dili,-8.56,125.57,Asia/Dili
4074,Bulgaria,Lom,43.81,23.24,Europe/Bucharest
4075,Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu
4076,Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain
4077,Tunisia,Tunis,36.8,10.18,Africa/Tunis
4078,Turkey,Ankara,39.93,32.86,Europe/Istanbul
4079,Turkmenistan,Ashgabat,37.95,58.38,Asia/Ashgabat
4080,Tuvalu,Funafuti,-8.52,179.22,Pacific/Funafuti
4081,Uganda,Kampala,0.32,32.57,Africa/Kampala
4082,Ukraine,Kyiv,50.43,30.52,Europe/Kiev
4083,United Arab Emirates,Abu Dhabi,24.47,54.37,Asia/Dubai
4084,United Kingdom,London,51.52,-0.11,Europe/London
4085,United States of America,Washington Park,46.6,-120.49,America/Los_Angeles
4086,Uruguay,Montevideo,-34.86,-56.17,America/Montevideo
4087,Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent
4088,Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate
4089,Venezuela,Caracas,10.5,-66.92,America/Caracas
4090,Vietnam,Hanoi,21.03,105.85,Asia/Bangkok
4091,Yemen,Sanaa,15.35,44.21,Asia/Aden
4092,Zambia,Lusaka,-15.42,28.28,Africa/Lusaka
4093,Zimbabwe,Harare,-17.82,31.04,Africa/Harare
4094,Afghanistan,Kabul,34.52,69.18,Asia/Kabul
4095,Albania,Tirana,41.33,19.82,Europe/Tirane
4096,Algeria,Algiers,36.76,3.05,Africa/Algiers
4097,Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra
4098,Angola,Luanda,-8.84,13.23,Africa/Luanda
4099,Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua
4100,Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires
4101,Armenia,Yerevan,40.18,44.51,Asia/Yerevan
4102,Australia,Canberra,-35.28,149.22,Australia/Sydney
4103,Austria,Vienna,48.2,16.37,Europe/Vienna
4104,Azerbaijan,Baku,40.4,49.88,Asia/Baku
4105,Bahamas,Nassau,25.08,-77.35,America/Nassau
4106,Bahrain,Manama,26.24,50.58,Asia/Bahrain
4107,Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka
4108,Barbados,Bridgetown,13.1,-59.62,America/Barbados
4109,Belarus,Minsk,53.9,27.57,Europe/Minsk
4110,Belgium,Brussels,50.83,4.33,Europe/Brussels
4111,Belize,Belmopan,17.25,-88.77,America/Belize
4112,Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo
4113,Bhutan,Thimphu,27.48,89.6,Asia/Thimphu
4114,Bolivia,Sucre,-19.04,-65.26,America/La_Paz
4115,Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo
4116,Botswana,Gaborone,-24.65,25.91,Africa/Gaborone
4117,Brazil,Bras,-2.08,-58.17,America/Manaus
4118,Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei
4119,Bulgaria,Sofia,42.68,23.32,Europe/Sofia
4120,Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou
4121,Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura
4122,Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo
4123,Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde
4124,Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh
4125,Cameroon,Bafoussam,5.47,10.42,Africa/Douala
4126,Canada,Ottawa,45.42,-75.7,America/Toronto
4127,Central African Republic,Bangui,4.37,18.58,Africa/Bangui
4128,Chad,N'djamena,12.11,15.05,Africa/Douala
4129,Chile,Santiago,-33.45,-70.67,America/Santiago
4130,China,Beijing,39.93,116.39,Asia/Shanghai
4131,Bulgaria,Bogot,43.32,24.7,Europe/Sofia
4132,Comoros,Moroni,-11.7,43.24,Indian/Comoro
4133,Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville
4134,Costa Rica,San Juan,9.97,-84.08,America/Costa_Rica
4135,Croatia,Zagreb,45.8,16.0,Europe/Zagreb
4136,Cuba,Havana,23.13,-82.36,America/Havana
4137,Cyprus,Nicosia,35.17,33.37,Asia/Famagusta
4138,Czech Republic,Prague,50.08,14.47,Europe/Prague
4139,Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville
4140,Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen
4141,Djibouti,Djibouti,11.6,43.15,Africa/Djibouti
4142,Dominica,Roseau,15.3,-61.4,America/Dominica
4143,Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo
4144,Ecuador,Quito,-0.22,-78.5,America/Guayaquil
4145,Egypt,Cairo,30.05,31.25,Africa/Cairo
4146,El Salvador,San Salvador,13.71,-89.2,America/El_Salvador
4147,Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo
4148,Eritrea,Asmara,15.33,38.93,Africa/Asmara
4149,Estonia,Tallinn,59.43,24.73,Europe/Tallinn
4150,Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane
4151,Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa
4152,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji
4153,Finland,Helsinki,60.18,24.93,Europe/Helsinki
4154,France,Paris,48.87,2.33,Europe/Paris
4155,Gabon,Libreville,0.38,9.45,Africa/Libreville
4156,Gambia,Banjul,13.45,-16.58,Africa/Banjul
4157,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi
4158,Germany,Berlin,52.52,13.4,Europe/Berlin
4159,Ghana,Accra,5.55,-0.22,Africa/Accra
4160,Greece,Athens,37.98,23.72,Europe/Athens
4161,Grenada,Saint George's,12.05,-61.75,America/Grenada
